sampleid,DATE,TARGET_TAXON,TOTAL
sample_199,8/6/2023,MELINNA ELISABETHAE,0
sample_33,8/6/2023,ENCHYTRAEIDAE,6
sample_36,8/6/2023,COSSURA LONGOCIRRATA,0
sample_61,8/6/2023,GLYCERA ROBUSTA,25
sample_64,8/6/2023,AUTOLYTINAE,37
sample_81,8/6/2023,HARPINIA PROPINQUA,3
sample_176,8/6/2023,ASTARTE UNDATA,10
sample_127,8/6/2023,RHODINE GRACILIOR,47
sample_186,8/6/2023,GLYCERIDAE,31
sample_191,8/6/2023,CAULLERIELLA ALATA,52
sample_165,8/6/2023,PECTINIDAE,20
sample_184,8/6/2023,PAGURIDAE,7
sample_11,8/6/2023,LEPTOSTYLIS LONGIMANA,63
sample_175,8/6/2023,PHTISICA MARINA,1
sample_59,8/6/2023,GYPTIS,4
sample_92,8/6/2023,OPISTHOSYLLIS,9
sample_160,8/6/2023,CYLINCHNA ,16
sample_127,8/6/2023,MACOMA GOLIKOVI,3
sample_177,8/6/2023,PARADONEIS PERKINSI,17
sample_144,8/6/2023,ACTEOCINA CANDEI,26
sample_161,8/6/2023,PROTODORVILLEA GRACILIS,3
sample_91,8/6/2023,EDOTIA TRILOBA,13
sample_48,8/6/2023,AMPITHOE,17
sample_186,8/6/2023,LUCINELLA DIVARICATA,10
sample_129,8/6/2023,GLANDICEPS TALABOTI,26
sample_1,8/6/2023,CEPHALOCHORDATA,8
sample_45,8/6/2023,MICROPHTHALMUS ABERRANS,24
sample_32,8/6/2023,PROTOHAUSTORIUS BOUSFIELDI,10
sample_61,8/6/2023,SIGAPATELLA SUPERSTES,24
sample_176,8/6/2023,MAYERELLA ACANTHOPODA,3
sample_1,8/6/2023,ACHELIA,15
sample_184,8/6/2023,NEPHTYS DISCORS,9
sample_55,8/6/2023,ARABELLA IRICOLOR,36
sample_89,8/6/2023,LEPIDONOTUS POLYCHROMUS,16
sample_180,8/6/2023,PHYLO ORNATA,37
sample_145,8/6/2023,HEMIPHOLIS ELONGATA,6
sample_50,8/6/2023,JAXEA NOCTURNA,1
sample_114,8/6/2023,MARENZELLERIA VIRIDIS,16
sample_73,8/6/2023,BOONEA,19
sample_36,8/6/2023,PHOLOIDES ,32
sample_2,8/6/2023,HAPLOSYLLIS SPONGICOLA,10
sample_174,8/6/2023,CYRTOPLEURA COSTATA,18
sample_7,4/30/2023,MOOREONUPHIS NEBULOSA,12
sample_27,4/30/2023,LUMBRINERIS LIMICOLA,65
sample_75,4/30/2023,TREPTOPALE RUDOLPHI,135
sample_151,4/30/2023,ZEMYSINA STRIATULA,48
sample_3,4/30/2023,ARICIDEA MINUTA,116
sample_13,4/30/2023,BRYOZOA,61
sample_140,4/30/2023,MARTESIA STRIATA,135
sample_192,4/30/2023,ELYSIA,22
sample_178,4/30/2023,HETEROMYSIS ODONTOPS,49
sample_44,4/30/2023,LITOCORSA,71
sample_43,4/30/2023,PHYLLOPHORIDAE,1
sample_130,4/30/2023,AMPHIBOLA ,80
sample_49,4/30/2023,HALCAMPIDAE,67
sample_153,4/30/2023,CHAETOZONE SENTICOSA,48
sample_107,11/27/2023,PINNIXA LITTORALIS,35
sample_13,11/27/2023,LUMBRINERIS HEBES,51
sample_171,11/27/2023,TRAVISIA BREVIS,71
sample_176,11/27/2023,CYCLASTEROPE,216
sample_79,11/27/2023,ODONTOSYLLIS GIBBA,154
sample_158,11/27/2023,PILARGIDAE,273
sample_1,2/19/2023,OSTREA CHILENSIS,17
sample_39,2/19/2023,CANCER IRRORATUS,1
sample_159,2/19/2023,DIPOLYDORA COECA,6
sample_134,2/19/2023,PERSEPHONA MEDITERRANEA,24
sample_115,2/19/2023,SPIOCHAETOPTERUS ,2
sample_122,2/19/2023,THRACIA MORRISONI,18
sample_198,2/19/2023,LATICOROPHIUM BACONI,34
sample_61,2/19/2023,LEUKOMA STAMINEA,0
sample_87,2/19/2023,TENONIA PRIOPS,14
sample_134,2/19/2023,COLOMASTIGIDAE,17
sample_198,2/19/2023,IMOGINE EXIGUUS,3
sample_34,2/19/2023,MYTILUS,9
sample_106,2/19/2023,EUBRANCHUS EXIGUUS,10
sample_27,2/19/2023,DENTALIIDAE,0
sample_30,2/19/2023,SPIO ,6
sample_98,2/19/2023,MELITIDAE,14
sample_113,2/19/2023,PONTOPHILUS ,14
sample_113,2/19/2023,EUNICE VITTATA,0
sample_37,2/19/2023,BALANIDAE,28
sample_158,2/19/2023,PHOXICHILIDIUM FEMORATUM,9
sample_194,2/19/2023,PARALACYDONIA PARADOXA,10
sample_164,2/19/2023,OERSTEDIA DORSALIS,26
sample_54,2/19/2023,LEUCON (LEUCON) AMERICANUS,14
sample_68,2/19/2023,BOCCARDIELLA LIGERICA,20
sample_171,2/19/2023,CAULLERIELLA VENEFICA,6
sample_127,2/19/2023,TUBIFICOIDES WASSELLI,2
sample_193,2/19/2023,PROTODORVILLEA,12
sample_39,2/19/2023,AMPHINOME,17
sample_120,2/19/2023,BOUVIERAXIUS RUDIS,3
sample_179,2/19/2023,CHIRIDOTEA TUFTSII,27
sample_122,2/19/2023,CLUNIO,10
sample_93,2/19/2023,SCINTILLONA ZELANDICA,11
sample_24,2/19/2023,TANAOPSIS GRACILOIDES,32
sample_128,2/19/2023,NOETIA PONDEROSA,3
sample_81,2/19/2023,ANCISTROSYLLIS JONESI,31
sample_70,2/19/2023,PARANAITIS SPECIOSA,14
sample_76,2/19/2023,PONTOGENEIA ROSTRATA,21
sample_57,2/19/2023,TECTONATICA PUSILLA,3
sample_3,2/19/2023,ETEONINAE,15
sample_129,2/19/2023,PHILOMEDES (PHILOMEDES) LILLJEBORGI,32
sample_181,2/19/2023,CERATONEREIS MIRABILIS,1
sample_92,2/19/2023,ACANTHOCARDIA ACULEATA,37
sample_9,2/19/2023,GONIADAE,0
sample_119,2/19/2023,NUCULA SULCATA,9
sample_128,2/19/2023,MUNDITIA ,1
sample_12,2/19/2023,EPITONIUM SAWINAE,4
sample_165,2/19/2023,CERAPUS CUDJOE,6
sample_14,4/18/2023,LINEUS,49
sample_108,4/18/2023,CHAETODERMATIDAE,1
sample_47,4/18/2023,WESTWOODILLA TONE,4
sample_145,4/18/2023,DIASTYLIS ABBREVIATA,27
sample_48,4/18/2023,SPECTAMEN TRYPHENENSE,33
sample_15,4/18/2023,THOR DOBKINI,86
sample_11,4/18/2023,PISTA FASCIATA,12
sample_104,4/18/2023,NANNODIELLA,29
sample_147,4/18/2023,COSSURA ,0
sample_191,4/18/2023,POLYDORINAE,11
sample_145,4/18/2023,CORALLIOPHILA SERTATA,70
sample_1,4/18/2023,CAPITELLA MINIMA,0
sample_165,4/18/2023,PHOLOIDAE,45
sample_89,4/18/2023,CHEILONEREIS CYCLURUS,2
sample_146,4/18/2023,LUGIA,22
sample_61,4/18/2023,PARASPHAEROSYLLIS INDICA,4
sample_171,4/18/2023,CLYMENURA GRACILIS,11
sample_102,4/18/2023,PITHO,44
sample_89,4/18/2023,TELLINA RADIATA,47
sample_21,4/18/2023,ISOCLADUS ,50
sample_130,4/18/2023,ASABELLIDES OCULATA,37
sample_77,4/18/2023,APHERUSA,18
sample_12,4/18/2023,GNATHIIDAE,2
sample_154,4/18/2023,PHOLOE ASSIMILIS,24
sample_173,4/18/2023,CERATONEREIS,11
sample_181,4/18/2023,CHAETOPLEURA APICULATA,1
sample_59,4/18/2023,MYXICOLA,4
sample_166,4/18/2023,PHYLLOPHORIDAE,12
sample_186,4/18/2023,SACCOGLOSSUS KOWALEVSKII,7
sample_27,4/18/2023,SPHAEROSYLLIS RANUNCULUS,0
sample_111,4/18/2023,EOBROLGUS CHUMASHI,16
sample_18,4/18/2023,CAECIDOTEA,50
sample_34,4/18/2023,AMERITELLA AGILIS,25
sample_28,4/18/2023,CHONDROCHELIA DUBIA,19
sample_112,4/18/2023,SYLLIDES BANSEI,7
sample_78,9/23/2023,ANTALIS ENTALIS,14
sample_58,9/23/2023,MALDANE SARSI,2
sample_77,9/23/2023,FOSSARUS ELEGANS,41
sample_65,9/23/2023,UPOGEBIA PUGETTENSIS,8
sample_41,9/23/2023,AMYTHASIDES MACROGLOSSUS,3
sample_139,9/23/2023,ORBINIA,0
sample_96,9/23/2023,PHOLOE PALLIDA,0
sample_11,9/23/2023,ATYS,12
sample_32,9/23/2023,MYA ARENARIA,29
sample_170,9/23/2023,CAULLERIELLA HAMATA,12
sample_178,9/23/2023,THIENEMANNIELLA,1
sample_64,9/23/2023,BHAWANIA GOODEI,8
sample_120,9/23/2023,ANCISTROSYLLIS PAPILLOSA,19
sample_188,9/23/2023,MACOPLOMA EXTENUATA,3
sample_4,9/23/2023,APOCOROPHIUM,14
sample_13,9/23/2023,STRAMONITA HAEMASTOMA CANALICULATA,11
sample_18,9/23/2023,DIPLOCIRRUS GLAUCUS,0
sample_186,9/23/2023,BASEODISCUS DELINEATUS,6
sample_151,9/23/2023,MANDIBULOPHOXUS GILESI,8
sample_27,9/23/2023,VOLVULELLA PANAMICA,2
sample_188,9/23/2023,MASTOBRANCHUS,0
sample_108,9/23/2023,JOEROPSIS HAWAIIENSIS,9
sample_173,9/23/2023,DIOPATRA,13
sample_111,9/23/2023,TANAIDIDAE,14
sample_150,9/23/2023,BIVALVIA,4
sample_95,9/23/2023,VITREOLINA ARCUATA,15
sample_195,9/23/2023,MACROCHAETA CLAVICORNIS,7
sample_28,9/23/2023,PHOLOE TECTA,8
sample_41,9/23/2023,PUSILLINA HARPA,14
sample_99,9/23/2023,UROSALPINX CINEREA,16
sample_197,9/23/2023,ASYCHIS CAROLINAE,21
sample_188,9/23/2023,LATICOROPHIUM BACONI,12
sample_123,9/23/2023,SCOLETOMA CANDIDA,6
sample_102,9/23/2023,COSSURA DELTA,0
sample_108,9/23/2023,DIOPATRA AKARANA,3
sample_136,9/23/2023,TRUNCATELLOIDEA,18
sample_199,9/23/2023,SPIRONTOCARIS SNYDERI,8
sample_45,9/23/2023,SEMIODERA INFLATA,10
sample_139,9/23/2023,ANONYX,30
sample_78,9/23/2023,MAGELONA ALLENI,0
sample_65,9/23/2023,HETEROTRISSOCLADIUS MARCIDUS,23
sample_126,9/23/2023,TECTIDRILUS,3
sample_71,9/23/2023,GUERNEA (PRINASSUS) REDUNCANS,1
sample_109,9/23/2023,ECHIURA,7
sample_7,9/23/2023,MYSTIDES,10
sample_175,9/23/2023,STHENOLEPIS GRUBEI,28
sample_118,9/23/2023,SPIRORBINAE,20
sample_15,9/23/2023,BEMLOS KUNKELAE,8
sample_17,9/23/2023,KIRKEGAARDIA DUTCHAE,7
sample_174,9/28/2023,MANAYUNKIA AESTUARINA,66
sample_186,9/28/2023,MAGALLANA GIGAS,6
sample_68,9/28/2023,AMPHARETE LINDSTROEMI,12
sample_51,9/28/2023,LEVINSENIA ,51
sample_15,9/28/2023,PALEONEMERTEA,11
sample_110,9/28/2023,CRANGONIDAE,0
sample_2,9/28/2023,ATHANAS NITESCENS,5
sample_147,9/28/2023,LYSIDICE ,94
sample_104,9/28/2023,MONTACUTA ,41
sample_137,9/28/2023,VESICOMYA ABYSSICOLA,9
sample_122,9/28/2023,PHARUS LEGUMEN,3
sample_20,9/28/2023,SCLEROPLAX GRANULATA,22
sample_120,9/28/2023,POECILOCHAETIDAE,1
sample_95,9/28/2023,AMMOTHEIDAE,0
sample_167,9/28/2023,PAGURUS POLITUS,29
sample_31,9/28/2023,SPHAERODORIDIUM,14
sample_73,9/28/2023,SPHAEROSYLLIS,67
sample_85,9/28/2023,MUNNIDAE,5
sample_116,9/28/2023,XENOSTROBUS PULEX,40
sample_62,9/28/2023,MARPHYSA ,25
sample_125,9/28/2023,ZALIPAIS LISSA,9
sample_61,9/28/2023,LITTORINA,20
sample_101,9/28/2023,APSEUDOMORPHA,50
sample_73,9/28/2023,GAMMARUS ANNULATUS,41
sample_196,9/28/2023,AMPHARETE GRUBEI,5
sample_74,9/28/2023,GARI LINEOLATA,32
sample_59,9/28/2023,LYSIDICE NOTATA,1
sample_87,9/28/2023,OPHELIA LIMACINA,23
sample_139,9/28/2023,POLYDORA COLONIA,20
sample_194,9/28/2023,ARICIDEA (ARICIDEA),37
sample_192,9/28/2023,NEPHTYS HOMBERGII,40
sample_8,9/28/2023,POLITOLANA POLITA,3
sample_117,9/28/2023,KOTATEA AURANTIACUM,11
sample_93,9/28/2023,CUMELLA (CUMELLA) VULGARIS,7
sample_65,9/28/2023,MALACOSTRACA,2
sample_67,4/1/2023,HYPERETEONE FAUCHALDI,21
sample_178,4/1/2023,DISPIO UNCINATA,17
sample_195,4/1/2023,NEOTRYPAEA,2
sample_162,4/1/2023,ARENICOLA ,23
sample_82,4/1/2023,MYRIOWENIA,39
sample_109,4/1/2023,PARAEDWARDSIA ARENARIA,5
sample_76,4/1/2023,MONTACUTA SUBSTRIATA,2
sample_17,4/1/2023,HETEROCRYPTA GRANULATA,19
sample_197,4/1/2023,ANOMALODESMATA,7
sample_51,4/1/2023,SCALIBREGMA INFLATUM,0
sample_69,4/1/2023,ANODONTIA ALBA,2
sample_117,4/1/2023,LYONSIA CALIFORNICA,14
sample_175,4/1/2023,EXOSPHAEROMA FALCATUM,25
sample_24,4/1/2023,XANTHIDAE,16
sample_31,4/1/2023,HYDROZOA,6
sample_28,4/1/2023,LEODAMAS CIRRATUS,14
sample_128,4/1/2023,UNGULINIDAE,41
sample_22,4/1/2023,TEREBELLINAE,19
sample_159,4/1/2023,MENDICULA FERRUGINOSA,7
sample_68,4/1/2023,SPHAEROSYLLIS BULBOSA,0
sample_58,4/1/2023,AMPHIPHOLIS ,14
sample_82,4/1/2023,PHYLLODOCE ARENAE,56
sample_76,4/1/2023,LEUKOMA LACINIATA,47
sample_165,4/1/2023,DELECTOPECTEN VANCOUVERENSIS,1
sample_90,4/1/2023,LAEVICARDIUM MORTONI,18
sample_57,4/1/2023,BATEA CUSPIDATA,2
sample_3,4/1/2023,GARI FERVENSIS,8
sample_131,4/1/2023,NEMERTEA,2
sample_2,4/1/2023,LIOCARCINUS MARMOREUS,0
sample_58,4/1/2023,ISCHYROCERUS COMMENSALIS,12
sample_62,4/1/2023,BRACHIOPODA,9
sample_125,4/1/2023,BOCCARDIELLA HAMATA,2
sample_32,4/1/2023,EUSPIRA PULCHELLA,44
sample_181,4/1/2023,IDOTEA UROTOMA,18
sample_2,4/1/2023,CHAOBORUS,5
sample_5,4/1/2023,TEGULA FASCIATA,61
sample_56,4/1/2023,ISOCHELES WURDEMANNI,5
sample_144,4/1/2023,GLYCERA TESSELATA,5
sample_62,4/1/2023,BARANTOLLA AMERICANA,13
sample_49,4/1/2023,BITTIOLUM VARIUM,20
sample_42,4/1/2023,MYA,3
sample_169,4/1/2023,TUBIFICOIDES PARAPECTINATUS,27
sample_57,4/1/2023,ALENTIA GELATINOSA,37
sample_80,4/1/2023,NEANTHES ARENACEODENTATA,14
sample_118,4/1/2023,AEOLOSOMA,10
sample_131,7/16/2023,PILSBRYSPIRA NODATA,28
sample_47,7/16/2023,MODIOLUS MODIOLUS,17
sample_81,7/16/2023,FABRICINUDA TRILOBATA,5
sample_43,7/16/2023,PONTOCRATES ALTAMARINUS,0
sample_23,7/16/2023,SPIO,24
sample_118,7/16/2023,SCOLELEPIS (SCOLELEPIS) SQUAMATA,18
sample_154,7/16/2023,LIOCARCINUS MARMOREUS,6
sample_168,7/16/2023,POECILOCHAETUS,0
sample_76,7/16/2023,GRANDIDIERELLA,3
sample_187,7/16/2023,VENEROIDA,13
sample_121,7/16/2023,ACANTHOHAUSTORIUS PANSUS,37
sample_35,7/16/2023,DIVALUCINA CUMINGI,12
sample_57,7/16/2023,LOXOCONCHA CONDYLA,65
sample_181,7/16/2023,SYLLIDES BANSEI,5
sample_79,7/16/2023,ASTROPECTEN IRREGULARIS,0
sample_120,7/16/2023,AMPHARETE BALTICA,12
sample_100,7/16/2023,SICYONIA,8
sample_132,7/16/2023,DIOPATRA TRIDENTATA,32
sample_12,7/16/2023,THALIACEA,33
sample_137,7/16/2023,CERITHIOPSIS GREENII,41
sample_80,7/16/2023,LAEVICARDIUM CRASSUM,29
sample_151,7/16/2023,HETEROMYSIS (HETEROMYSIS) FORMOSA,14
sample_27,7/16/2023,CALLIANASSA,48
sample_61,7/16/2023,ALLOTHYONE MEXICANA,4
sample_158,7/16/2023,HETEROPHOXUS OCULATUS,4
sample_72,7/16/2023,STYLOCHUS OCULIFERA,0
sample_138,7/16/2023,SCOLETOMA TENUIS,25
sample_70,7/16/2023,AMERITELLA TENELLA,29
sample_50,7/16/2023,SIPHONENTERON BILINEATUM,1
sample_117,7/16/2023,EXOSPHAEROMA FALCATUM,40
sample_170,7/16/2023,EXOSPHAEROMA PLANULUM,10
sample_171,7/16/2023,APIONSOMA (APIONSOMA) MISAKIANUM,4
sample_176,7/16/2023,PETROLISTHES ,13
sample_82,7/16/2023,ACLIS MAORIA,42
sample_41,7/16/2023,NEREIPHYLLA RUBIGINOSA,28
sample_48,7/16/2023,PARVILUCINA,40
sample_105,7/16/2023,EBALIA CARIOSA,24
sample_139,7/16/2023,RICTAXIS PUNCTOCAELATUS,0
sample_67,7/16/2023,EUSARSIELLA JANICEAE,24
sample_98,7/16/2023,MESOGINELLA AUPOURIA,14
sample_134,7/16/2023,LUGIA,8
sample_65,7/16/2023,DRILONEREIS LONGA,4
sample_52,7/16/2023,PARADONEIS LYRA,6
sample_131,7/16/2023,MAGELONA MAGNAHAMATA,3
sample_28,7/16/2023,CYCLASPIS PUSTULATA,38
sample_181,7/16/2023,DIASTYLIS POLITA,17
sample_73,7/16/2023,METACAPRELLA KENNERLYI,12
sample_140,7/16/2023,CAECUM CALIFORNICUM,12
sample_118,1/15/2023,MEGANGULUS BODEGENSIS,3
sample_61,1/15/2023,PARALACYDONIA PARADOXA,6
sample_5,1/15/2023,PARAHAUSTORIUS,6
sample_163,1/15/2023,PAROUGIA CAECA,1
sample_175,1/15/2023,JOEROPSIS DUBIA,4
sample_137,1/15/2023,ENSIS SP.,4
sample_175,1/15/2023,PRIONOSPIO STEENSTRUPI,1
sample_32,1/15/2023,ACROMEGALOMMA,2
sample_164,1/15/2023,MANAYUNKIA AESTUARINA,5
sample_193,1/15/2023,TAPHROMYSIS BOWMANI,8
sample_181,1/15/2023,CAECUM IMBRICATUM,18
sample_40,1/15/2023,AMPHIBALANUS SUBALBIDUS,9
sample_79,1/15/2023,EOGAMMARUS OCLAIRI,0
sample_199,1/15/2023,MEDIOMASTUS CALIFORNIENSIS,13
sample_19,1/15/2023,SCALIBREGMA INFLATUM,11
sample_144,1/15/2023,DILOMA SUBROSTRATUM,18
sample_61,1/15/2023,MALDANE GLEBIFEX,4
sample_123,1/15/2023,TEREBELLIDES ATLANTIS,17
sample_191,1/15/2023,SERPULIDAE,20
sample_38,1/15/2023,KIRKEGAARDIA SECUNDA,1
sample_151,1/15/2023,POLYDORA,10
sample_155,1/15/2023,MACOMA GOLIKOVI,0
sample_46,1/15/2023,BHAWANIA HETEROSETA,8
sample_173,1/15/2023,OPHIODERMA,9
sample_189,1/15/2023,CAULLERIELLA PACIFICA,12
sample_39,1/15/2023,AOROIDES INTERMEDIUS,1
sample_26,1/15/2023,ARICIDEA SUECICA,4
sample_182,1/15/2023,CLYMENELLA ZONALIS,3
sample_5,1/15/2023,SIPHONOECETES (CENTRALOECETES) STRIATUS,8
sample_80,1/15/2023,AMPHICTEIS,14
sample_192,1/15/2023,NOTOMASTUS MAGNUS,0
sample_70,1/15/2023,PHYLLODOCE MACULATA,0
sample_191,1/15/2023,CAPITELLA,11
sample_162,1/15/2023,LATIGAMMAROPSIS ATLANTICA,4
sample_110,1/15/2023,JOSEPHOSELLA AWA,1
sample_173,1/15/2023,PENTAMERA,8
sample_105,1/15/2023,FRAGILONEMERTES ROSEA,1
sample_44,1/15/2023,PECTINIDAE,7
sample_186,1/15/2023,EXOSPHAEROMA,7
sample_196,1/15/2023,DESSEROBDELLA PHALERA,4
sample_185,1/15/2023,PARALEPTAMPHOPIDAE,21
sample_138,1/15/2023,GAMMAROPSIS,14
sample_195,1/15/2023,EXOEDICEROTIDAE,57
sample_56,1/15/2023,MARENZELLERIA,0
sample_138,1/15/2023,EXOGONE MICROTENTACULATA,5
sample_37,1/15/2023,INSECTA,5
sample_132,1/15/2023,DOSINIA GREYI,13
sample_13,1/15/2023,HOURSTONIUS,18
sample_90,1/15/2023,OXYPERAS ELONGATUM,48
sample_44,1/15/2023,STENOTHOE MARINA,5
sample_26,1/15/2023,HUTCHINSONIELLIDAE,2
sample_55,7/7/2023,SIGAMBRA,229
sample_153,7/7/2023,AXIIDEA,43
sample_154,7/7/2023,XANTHOIDEA,34
sample_12,7/7/2023,ASYCHIS SIMILIS,28
sample_127,7/7/2023,PERIPLOMA LEANUM,66
sample_137,7/7/2023,PROTODRILUS ALBICANS,49
sample_78,7/7/2023,PSEUDOMYSTIDES LIMBATA,89
sample_194,7/7/2023,SPHAEROSYLLIS LABYRINTHOPHILA,61
sample_180,7/7/2023,PROCLEA GRAFFII,65
sample_188,7/7/2023,PROTOARICIA,93
sample_18,7/7/2023,PHERUSA,52
sample_137,7/7/2023,IDUNELLA KENSLEYI,7
sample_80,7/7/2023,SPIO SETOSA,110
sample_99,10/11/2023,LINOPHERUS PAUCIBRANCHIATA,57
sample_198,10/11/2023,NEREIS ZONATA,44
sample_191,10/11/2023,DEXAMINIDAE,155
sample_105,10/11/2023,EUMIDA BAHUSIENSIS,62
sample_76,10/11/2023,SCHISTOMERINGOS ANNULATA,220
sample_189,10/11/2023,NINOE VARGASI,263
sample_89,10/11/2023,TRACHYCARDIUM EGMONTIANUM,199
sample_87,2/6/2023,GLOBOSOLEMBOS SMITHI,31
sample_40,2/6/2023,CALOZODION HEARDI,8
sample_88,2/6/2023,WESTHEIDESYLLIS HETEROCIRRATA,43
sample_88,2/6/2023,MAORICRYPTA YOUNGI,19
sample_92,2/6/2023,KIRKEGAARDIA TESSELATA,11
sample_61,2/6/2023,APHERUSA OVALIPES,29
sample_150,2/6/2023,KUPELLONURA FORMOSA,24
sample_21,2/6/2023,GONIADA BIFIDA,11
sample_26,2/6/2023,EUNEREIS LONGISSIMA,10
sample_145,2/6/2023,LUMBRINERIS AGASTOS,13
sample_15,2/6/2023,SCOLOPLOS ARMIGER,7
sample_79,2/6/2023,MUNNA FABRICII,4
sample_111,2/6/2023,AMERITELLA CARPENTERI,11
sample_74,2/6/2023,IPHIMEDIA ZORA,47
sample_147,2/6/2023,CIRRIFORMIA MOOREI,2
sample_159,2/6/2023,MESOGINELLA LAROCHEI,2
sample_18,2/6/2023,POLYCIRRINAE,22
sample_42,2/6/2023,SACCOCIRRUS,10
sample_50,2/6/2023,PROCERAEA,12
sample_3,2/6/2023,MACOMA,1
sample_23,2/6/2023,EXOGONE,15
sample_136,2/6/2023,MEGAYOLDIA THRACIAEFORMIS,23
sample_20,2/6/2023,ANCISTROSYLLIS CAROLINENSIS,7
sample_182,2/6/2023,THALASSINIDEA,33
sample_160,2/6/2023,PODARKEOPSIS CAPENSIS,26
sample_93,2/6/2023,SYLLIDES VERRILLI,2
sample_84,2/6/2023,ETEONE BRIGITTEAE,13
sample_35,2/6/2023,KURTZIELLA PLUMBEA,3
sample_13,2/6/2023,MICROSPIO,2
sample_80,2/6/2023,EXOSPHAEROMA GIGAS,8
sample_179,2/6/2023,AMPELISCA BREVISIMULATA,6
sample_39,2/6/2023,FLOSMARIS GRANDIS,10
sample_172,2/6/2023,PARVICARDIUM MINIMUM,0
sample_88,2/6/2023,LEPIDONOTINAE ,0
sample_36,2/6/2023,NEOGASTROPODA,38
sample_185,2/6/2023,CAMPYLASPIS RUFA,7
sample_104,2/6/2023,EUCHONE PALLIDA,13
sample_171,2/6/2023,TEREBELLIDES LANAI,5
sample_34,2/6/2023,NOTHRIA OCCIDENTALIS,23
sample_142,2/6/2023,AMPHILOCHOIDES SERRATIPES,5
sample_51,2/6/2023,UNCIOLA PLANIPES,7
sample_83,2/6/2023,GYPTIS VITTATA,6
sample_105,2/6/2023,CERITHIDEOPSIS CALIFORNICA,7
sample_191,2/6/2023,PERICLIMENES ,0
sample_154,2/6/2023,CRIBRILINIDAE,10
sample_38,2/6/2023,EUPOLYMNIA NEBULOSA,10
sample_190,2/6/2023,ARICIDEA (ACMIRA) TAYLORI,9
sample_117,2/6/2023,NEPHTYS CILIATA,15
sample_163,2/6/2023,LEUCOTHOE SPINICARPA,8
sample_180,2/6/2023,DOSINIA SUBROSEA,47
sample_111,7/16/2023,PISTA MACULATA,23
sample_114,7/16/2023,MYSTIDES BOREALIS,4
sample_122,7/16/2023,CALIFORNICONUS CALIFORNICUS,29
sample_174,7/16/2023,GLYPTOPLAX SMITHII,18
sample_4,7/16/2023,POLYDORA ,34
sample_119,7/16/2023,HAMINOEA VESICULA,21
sample_83,7/16/2023,ASTYRIS LUNATA,38
sample_157,7/16/2023,AMPHARETE SIBIRICA,9
sample_36,7/16/2023,GONIADA VORAX,13
sample_184,7/16/2023,PERESIELLA CLYMENOIDES,3
sample_42,7/16/2023,PSAMMOTRETA BREVIFRONS,0
sample_127,7/16/2023,AMPHIURIDAE,4
sample_58,7/16/2023,AMPITHOE RAMONDI,1
sample_188,7/16/2023,HAUCHIELLA,19
sample_164,7/16/2023,PHISIDIA AUREA,14
sample_138,7/16/2023,OUDARDIA IRIS,1
sample_73,7/16/2023,HYPERETEONE FOLIOSA,16
sample_104,7/16/2023,TYPHLOTANAIS WILLIAMSAE,8
sample_174,7/16/2023,HEXAGENIA,16
sample_112,7/16/2023,QUADRIMAERA MIRANDA,9
sample_109,7/16/2023,SCALIBREGMA,15
sample_80,7/16/2023,AMERITELLA TENELLA,61
sample_83,7/16/2023,STRUTHIOLARIA PAPULOSA,20
sample_57,7/16/2023,EUSPIRA HEROS,10
sample_93,7/16/2023,MALACOCEROS VANDERHORSTI,2
sample_101,7/16/2023,ARUGA HOLMESI,5
sample_56,7/16/2023,PISTA FASCIATA,62
sample_54,7/16/2023,PINNIDAE,25
sample_189,7/16/2023,OREGONIA GRACILIS,23
sample_96,2/1/2023,PHERUSA PLUMOSA,48
sample_92,2/1/2023,THELEPODINAE,29
sample_135,2/1/2023,AMPHARETE OCULATA,20
sample_164,2/1/2023,POTAMILLA,83
sample_76,2/1/2023,CAENIS,7
sample_157,2/1/2023,SIPHONOECETES (CENTRALOECETES) STRIATUS,41
sample_10,2/1/2023,SPHAEROSYLLIS RISERI,19
sample_99,2/1/2023,POLYPEDILUM,10
sample_4,2/1/2023,CYMADUSA,22
sample_51,2/1/2023,CAPRELLA LINEARIS,59
sample_160,2/1/2023,TANAISSUS,1
sample_58,2/1/2023,TURRITELLA COMMUNIS,46
sample_37,2/1/2023,PHILINE APERTA,1
sample_33,2/1/2023,MELITA DENTATA,7
sample_7,2/1/2023,APHRODITA HASTATA,10
sample_180,2/1/2023,JASMINEIRA CANDELA,57
sample_63,2/1/2023,DIASTYLIS GOODSIRI,14
sample_98,2/1/2023,NUCULANA,16
sample_161,2/1/2023,BATHYMEDON ,18
sample_119,3/13/2023,ONCHNESOMA STEENSTRUPII STEENSTRUPII,16
sample_15,3/13/2023,SYLLIDES FULVUS,2
sample_152,3/13/2023,SYLLIDES BENEDICTI,2
sample_31,3/13/2023,MUNNA FABRICII,3
sample_194,3/13/2023,GRANDIDIERELLA BONNIEROIDES,14
sample_31,3/13/2023,PROTOHAUSTORIUS DEICHMANNAE,15
sample_124,3/13/2023,PHOXOCEPHALUS,9
sample_198,3/13/2023,GAMMAROPSIS POKIPOKI,14
sample_27,3/13/2023,DIASTYLOPSIS TENUIS,157
sample_197,3/13/2023,HYDROIDES,6
sample_18,3/13/2023,MOERELLA HUTTONI,15
sample_39,3/13/2023,ARCOPAGIA CRASSA,27
